,sentence,sentiment,polarity
29," Kirkland Lake Gold (KL) closed the most recent trading day at $32.26, moving -1.04% from the previous trading session. This move lagged the S&P 500's daily gain of 0.46%. At the same time, the Dow added 0.15%, and the tech-heavy Nasdaq gained 0.59%. Coming into today, shares of the gold producer had lost 5.92% in the past month. In that same time, the Basic Materials sector gained 4.15%, while the S&P 500 gained 3.24%. Investors will be hoping for strength from KL as it approaches its nex t earnings release. The company is expected to report EPS of $0.55, up 120% from the prior-year quarter. Meanwhile, the Zacks Consensus Estimate for revenue is projecting net sales of $312.21 million, up 57.49% from the year-ago period. Looking at the full year, our Zacks Consensus Estimates suggest analysts are expecting earnings of $2 per share and revenue of $1.25 billion. These totals would mark changes of +47.06% and +36.87%, respectively, from last year. Investors should also note any recent changes to analyst estimates for KL. These recent revisions tend to reflect the evolving nature of short-term business trends. With this in mind, we can consider positive estimate revisions a sign of optimism about the company's business outlook. Our research shows that these estimate changes are directly correlated with near-term stock prices. Investors can capitalize on this by using the Zacks Rank. This model considers these estimate changes and provides a simple, actionable rating system. The Zacks Rank system ranges from #1 (Strong Buy) to #5 (Strong Sell). It has a remarkable, outside-audited track record of success, with #1 stocks delivering an average annual return of +25% since 1988. Over the past month, the Zacks Consensus EPS estimate remained stagnant. KL is holding a Zacks Rank of #1 (Strong Buy) right now. Valuation is also important, so investors should note that KL has a Forward P/E ratio of 16.28 right now. Its industry sports an average Forward P/E of 29.18, so we one might conclude that KL is trading at a discount comparatively. The Mining - Gold industry is part of the Basic Materials sector. This industry currently has a Zacks Industry Rank of 92, which puts it in the top 37% of all 250+ industries. The Zacks Industry Rank gauges the strength of our individual industry groups by measuring the average Zacks Rank of the individual stocks within the groups. Our research shows that the top 50% rated industries outperform the bottom half by a factor of 2 to 1. To follow KL in the coming trading sessions, be sure to utilize Zacks.com.",-29.109999999999673,0
30," In the latest trading session, Comcast (CMCSA) closed at $40.42, marking a +0.02% move from the previous day. This change lagged the S&P 500's 0.46% gain on the day. Meanwhile, the Dow gained 0.15%, and the Nasdaq, a tech-heavy index, added 0.59%. Heading into today, shares of the cable provider had gained 5.29% over the past month, outpacing the Consumer Discretionary sector's gain of 1.83% and the S&P 500's gain of 3.24% in that time. CMCSA will be looking to display strength as it nears its nex t earnings release, which is expected to be April 25, 2019. In tha t report , analysts expect CMCSA to post earnings of $0.64 per share. This would mark year-over-year growth of 3.23%. Our most recent consensus estimate is calling for quarterly revenue of $27.33 billion, up 19.92% from the year-ago period. Looking at the full year, our Zacks Consensus Estimates suggest analysts are expecting earnings of $2.76 per share and revenue of $112.43 billion. These totals would mark changes of +8.24% and +18.97%, respectively, from last year. It is also important to note the recent changes to analyst estimates for CMCSA. Recent revisions tend to reflect the latest near-term business trends. As a result, we can interpret positive estimate revisions as a good sign for the company's business outlook. Based on our research, we believe these estimate revisions are directly related to near-team stock moves. To benefit from this, we have developed the Zacks Rank, a proprietary model which takes these estimate changes into account and provides an actionable rating system. The Zacks Rank system, which ranges from #1 (Strong Buy) to #5 (Strong Sell), has an impressive outside-audited track record of outperformance, with #1 stocks generating an average annual return of +25% since 1988. The Zacks Consensus EPS estimate has moved 1.08% higher within the past month. CMCSA is currently sporting a Zacks Rank of #2 (Buy). Digging into valuation, CMCSA currently has a Forward P/E ratio of 14.64. For comparison, its industry has an average Forward P/E of 26.01, which means CMCSA is trading at a discount to the group. Meanwhile, CMCSA's PEG ratio is currently 1.2. This popular metric is similar to the widely-known P/E ratio, with the difference being that the PEG ratio also takes into account the company's expected earnings growth rate. The Cable Television was holding an average PEG ratio of 2.12 at yesterday's closing price. The Cable Television industry is part of the Consumer Discretionary sector. This industry currently has a Zacks Industry Rank of 92, which puts it in the top 37% of all 250+ industries. The Zacks Industry Rank gauges the strength of our industry groups by measuring the average Zacks Rank of the individual stocks within the groups. Our research shows that the top 50% rated industries outperform the bottom half by a factor of 2 to 1. You can find more information on all of these metrics, and much more, on Zacks.com.",-29.109999999999673,0
31," Ashford Hospitality Trust (AHT) closed the most recent trading day at $5.40, moving +1.89% from the previous trading session. This change outpaced the S&P 500's 0.46% gain on the day. Meanwhile, the Dow gained 0.15%, and the Nasdaq, a tech-heavy index, added 0.59%. Heading into today, shares of the hotel owner had gained 15.72% over the past month, outpacing the Finance sector's gain of 0.89% and the S&P 500's gain of 3.24% in that time. AHT will be looking to display strength as it nears its nex t earnings release. In tha t report , analysts expect AHT to post earnings of $0.27 per share. This would mark a year-over-year decline of 3.57%. Meanwhile, the Zacks Consensus Estimate for revenue is projecting net sales of $353.80 million, up 3.39% from the year-ago period. For the full year, our Zacks Consensus Estimates are projecting earnings of $1.23 per share and revenue of $1.49 billion, which would represent changes of -2.38% and +3.81%, respectively, from the prior year. Investors might also notice recent changes to analyst estimates for AHT. These revisions help to show the ever-changing nature of near-term business trends. With this in mind, we can consider positive estimate revisions a sign of optimism about the company's business outlook. Our research shows that these estimate changes are directly correlated with near-term stock prices. To benefit from this, we have developed the Zacks Rank, a proprietary model which takes these estimate changes into account and provides an actionable rating system. Ranging from #1 (Strong Buy) to #5 (Strong Sell), the Zacks Rank system has a proven, outside-audited track record of outperformance, with #1 stocks returning an average of +25% annually since 1988. Over the past month, the Zacks Consensus EPS estimate has moved 1.97% higher. AHT is holding a Zacks Rank of #1 (Strong Buy) right now. In terms of valuation, AHT is currently trading at a Forward P/E ratio of 4.3. For comparison, its industry has an average Forward P/E of 15.36, which means AHT is trading at a discount to the group. Investors should also note that AHT has a PEG ratio of 0.86 right now. This metric is used similarly to the famous P/E ratio, but the PEG ratio also takes into account the stock's expected earnings growth rate. The REIT and Equity Trust - Other was holding an average PEG ratio of 2.87 at yesterday's closing price. The REIT and Equity Trust - Other industry is part of the Finance sector. This industry currently has a Zacks Industry Rank of 162, which puts it in the bottom 37% of all 250+ industries. The Zacks Industry Rank gauges the strength of our industry groups by measuring the average Zacks Rank of the individual stocks within the groups. Our research shows that the top 50% rated industries outperform the bottom half by a factor of 2 to 1. To follow AHT in the coming trading sessions, be sure to utilize Zacks.com.",-29.109999999999673,0
32," In the latest trading session, Southern Co. (SO) closed at $51.66, marking a +0.9% move from the previous day. The stock outpaced the S&P 500's daily gain of 0.46%. Meanwhile, the Dow gained 0.15%, and the Nasdaq, a tech-heavy index, added 0.59%. Prior to today's trading, shares of the power company had gained 1.41% over the past month. This has outpaced the Utilities sector's gain of 1.1% and lagged the S&P 500's gain of 3.24% in that time. SO will be looking to display strength as it nears its nex t earnings release. On that day, SO is projected to report earnings of $0.74 per share, which would represent a year-over-year decline of 15.91%. Meanwhile, the Zacks Consensus Estimate for revenue is projecting net sales of $5.59 billion, down 12.31% from the year-ago period. SO's full-year Zacks Consensus Estimates are calling for earnings of $3.03 per share and revenue of $21.99 billion. These results would represent year-over-year changes of -1.3% and -6.39%, respectively. Investors should also note any recent changes to analyst estimates for SO. These recent revisions tend to reflect the evolving nature of short-term business trends. As a result, we can interpret positive estimate revisions as a good sign for the company's business outlook. Our research shows that these estimate changes are directly correlated with near-term stock prices. We developed the Zacks Rank to capitalize on this phenomenon. Our system takes these estimate changes into account and delivers a clear, actionable rating model. The Zacks Rank system ranges from #1 (Strong Buy) to #5 (Strong Sell). It has a remarkable, outside-audited track record of success, with #1 stocks delivering an average annual return of +25% since 1988. The Zacks Consensus EPS estimate remained stagnant within the past month. SO is currently sporting a Zacks Rank of #2 (Buy). Digging into valuation, SO currently has a Forward P/E ratio of 16.91. This represents a discount compared to its industry's average Forward P/E of 19.3. Investors should also note that SO has a PEG ratio of 3.76 right now. This metric is used similarly to the famous P/E ratio, but the PEG ratio also takes into account the stock's expected earnings growth rate. Utility - Electric Power stocks are, on average, holding a PEG ratio of 3.5 based on yesterday's closing prices. The Utility - Electric Power industry is part of the Utilities sector. This group has a Zacks Industry Rank of 157, putting it in the bottom 39% of all 250+ industries. The Zacks Industry Rank gauges the strength of our industry groups by measuring the average Zacks Rank of the individual stocks within the groups. Our research shows that the top 50% rated industries outperform the bottom half by a factor of 2 to 1. Make sure to utilize Zacks. Com to follow all of these stock-moving metrics, and more, in the coming trading sessions.",-29.109999999999673,0
33," In the latest trading session, NextEra Energy (NEE) closed at $190.11, marking a +0.91% move from the previous day. The stock outpaced the S&P 500's daily gain of 0.46%. Meanwhile, the Dow gained 0.15%, and the Nasdaq, a tech-heavy index, added 0.59%. Prior to today's trading, shares of the parent company of Florida Power & Light Co. Had gained 0.25% over the past month. This has lagged the Utilities sector's gain of 1.1% and the S&P 500's gain of 3.24% in that time. NEE will be looking to display strength as it nears its nex t earnings release. On that day, NEE is projected to report earnings of $1.91 per share, which would represent a year-over-year decline of 1.55%. Meanwhile, the Zacks Consensus Estimate for revenue is projecting net sales of $4.12 billion, up 6.65% from the year-ago period. NEE's full-year Zacks Consensus Estimates are calling for earnings of $8.40 per share and revenue of $18.38 billion. These results would represent year-over-year changes of +9.09% and +9.77%, respectively. Investors should also note any recent changes to analyst estimates for NEE. These recent revisions tend to reflect the evolving nature of short-term business trends. As a result, we can interpret positive estimate revisions as a good sign for the company's business outlook. Our research shows that these estimate changes are directly correlated with near-term stock prices. We developed the Zacks Rank to capitalize on this phenomenon. Our system takes these estimate changes into account and delivers a clear, actionable rating model. The Zacks Rank system ranges from #1 (Strong Buy) to #5 (Strong Sell). It has a remarkable, outside-audited track record of success, with #1 stocks delivering an average annual return of +25% since 1988. The Zacks Consensus EPS estimate has moved 0.02% lower within the past month. NEE is currently sporting a Zacks Rank of #4 (Sell). Digging into valuation, NEE currently has a Forward P/E ratio of 22.43. This represents a premium compared to its industry's average Forward P/E of 19.3. Investors should also note that NEE has a PEG ratio of 2.9 right now. This metric is used similarly to the famous P/E ratio, but the PEG ratio also takes into account the stock's expected earnings growth rate. Utility - Electric Power stocks are, on average, holding a PEG ratio of 3.5 based on yesterday's closing prices. The Utility - Electric Power industry is part of the Utilities sector. This group has a Zacks Industry Rank of 157, putting it in the bottom 39% of all 250+ industries. The Zacks Industry Rank gauges the strength of our industry groups by measuring the average Zacks Rank of the individual stocks within the groups. Our research shows that the top 50% rated industries outperform the bottom half by a factor of 2 to 1. Make sure to utilize Zacks. Com to follow all of these stock-moving metrics, and more, in the coming trading sessions.",-29.109999999999673,0
34," DexCom (DXCM) closed the most recent trading day at $116.92, moving -0.2% from the previous trading session. This change lagged the S&P 500's 0.46% gain on the day. Elsewhere, the Dow gained 0.15%, while the tech-heavy Nasdaq added 0.59%. Heading into today, shares of the medical device company had lost 18.11% over the past month, lagging the Medical sector's gain of 0.72% and the S&P 500's gain of 3.24% in that time. DXCM will be looking to display strength as it nears its nex t earnings release, which is expected to be May 1, 2019. On that day, DXCM is projected to report earnings of -$0.17 per share, which would represent year-over-year growth of 46.88%. Our most recent consensus estimate is calling for quarterly revenue of $246.45 million, up 33.65% from the year-ago period. DXCM's full-year Zacks Consensus Estimates are calling for earnings of $0.46 per share and revenue of $1.23 billion. These results would represent year-over-year changes of +53.33% and +19.13%, respectively. It is also important to note the recent changes to analyst estimates for DXCM. These revisions help to show the ever-changing nature of near-term business trends. With this in mind, we can consider positive estimate revisions a sign of optimism about the company's business outlook. Based on our research, we believe these estimate revisions are directly related to near-team stock moves. We developed the Zacks Rank to capitalize on this phenomenon. Our system takes these estimate changes into account and delivers a clear, actionable rating model. The Zacks Rank system, which ranges from #1 (Strong Buy) to #5 (Strong Sell), has an impressive outside-audited track record of outperformance, with #1 stocks generating an average annual return of +25% since 1988. Within the past 30 days, our consensus EPS projection remained stagnant. DXCM is holding a Zacks Rank of #2 (Buy) right now. Looking at its valuation, DXCM is holding a Forward P/E ratio of 252.41. This represents a premium compared to its industry's average Forward P/E of 32.11. The Medical - Instruments industry is part of the Medical sector. This industry currently has a Zacks Industry Rank of 109, which puts it in the top 43% of all 250+ industries. The Zacks Industry Rank gauges the strength of our individual industry groups by measuring the average Zacks Rank of the individual stocks within the groups. Our research shows that the top 50% rated industries outperform the bottom half by a factor of 2 to 1. You can find more information on all of these metrics, and much more, on Zacks.com.",-29.109999999999673,0
35," In the latest trading session, Energy Transfer LP (ET) closed at $15.74, marking a +1.35% move from the previous day. The stock outpaced the S&P 500's daily gain of 0.46%. Elsewhere, the Dow gained 0.15%, while the tech-heavy Nasdaq added 0.59%. Heading into today, shares of the energy-related services provider had gained 3.4% over the past month, outpacing the Oils-Energy sector's gain of 1.45% and the S&P 500's gain of 3.24% in that time. Investors will be hoping for strength from ET as it approaches its nex t earnings release. In tha t report , analysts expect ET to post earnings of $0.35 per share. This would mark a year-over-year decline of 16.67%. Meanwhile, the Zacks Consensus Estimate for revenue is projecting net sales of $14.35 billion, up 20.76% from the year-ago period. ET's full-year Zacks Consensus Estimates are calling for earnings of $1.39 per share and revenue of $60.54 billion. These results would represent year-over-year changes of +20.87% and +11.92%, respectively. It is also important to note the recent changes to analyst estimates for ET. These revisions help to show the ever-changing nature of near-term business trends. As such, positive estimate revisions reflect analyst optimism about the company's business and profitability. Our research shows that these estimate changes are directly correlated with near-term stock prices. Investors can capitalize on this by using the Zacks Rank. This model considers these estimate changes and provides a simple, actionable rating system. The Zacks Rank system, which ranges from #1 (Strong Buy) to #5 (Strong Sell), has an impressive outside-audited track record of outperformance, with #1 stocks generating an average annual return of +25% since 1988. Within the past 30 days, our consensus EPS projection has moved 2% higher. ET currently has a Zacks Rank of #3 (Hold). In terms of valuation, ET is currently trading at a Forward P/E ratio of 11.2. This valuation marks a discount compared to its industry's average Forward P/E of 12.07. We can also see that ET currently has a PEG ratio of 0.46. This metric is used similarly to the famous P/E ratio, but the PEG ratio also takes into account the stock's expected earnings growth rate. Oil and Gas - Production Pipeline - MLB stocks are, on average, holding a PEG ratio of 3.04 based on yesterday's closing prices. The Oil and Gas - Production Pipeline - MLB industry is part of the Oils-Energy sector. This group has a Zacks Industry Rank of 160, putting it in the bottom 38% of all 250+ industries. The Zacks Industry Rank includes is listed in order from best to worst in terms of the average Zacks Rank of the individual companies within each of these sectors. Our research shows that the top 50% rated industries outperform the bottom half by a factor of 2 to 1. Be sure to follow all of these stock-moving metrics, and many more, on Zacks.com.",-29.109999999999673,0
36," Novavax (NVAX) closed at $0.59 in the latest trading session, marking a +1.57% move from the prior day. The stock outpaced the S&P 500's daily gain of 0.46%. At the same time, the Dow added 0.15%, and the tech-heavy Nasdaq gained 0.59%. Coming into today, shares of the vaccine maker had gained 5.14% in the past month. In that same time, the Medical sector gained 0.72%, while the S&P 500 gained 3.24%. Wall Street will be looking for positivity from NVAX as it approaches its nex t earnings report date. The company is expected to report EPS of -$0.12, up 14.29% from the prior-year quarter. Meanwhile, our latest consensus estimate is calling for revenue of $4.80 million, down 50.26% from the prior-year quarter. NVAX's full-year Zacks Consensus Estimates are calling for earnings of -$0.39 per share and revenue of $11.45 million. These results would represent year-over-year changes of +22% and -66.61%, respectively. It is also important to note the recent changes to analyst estimates for NVAX. These revisions help to show the ever-changing nature of near-term business trends. As such, positive estimate revisions reflect analyst optimism about the company's business and profitability. Based on our research, we believe these estimate revisions are directly related to near-team stock moves. To benefit from this, we have developed the Zacks Rank, a proprietary model which takes these estimate changes into account and provides an actionable rating system. The Zacks Rank system, which ranges from #1 (Strong Buy) to #5 (Strong Sell), has an impressive outside-audited track record of outperformance, with #1 stocks generating an average annual return of +25% since 1988. The Zacks Consensus EPS estimate has moved 9.69% higher within the past month. NVAX currently has a Zacks Rank of #3 (Hold). The Medical - Biomedical and Genetics industry is part of the Medical sector. This industry currently has a Zacks Industry Rank of 78, which puts it in the top 31% of all 250+ industries. The Zacks Industry Rank gauges the strength of our individual industry groups by measuring the average Zacks Rank of the individual stocks within the groups. Our research shows that the top 50% rated industries outperform the bottom half by a factor of 2 to 1. Make sure to utilize Zacks. Com to follow all of these stock-moving metrics, and more, in the coming trading sessions.",-29.109999999999673,0
37," In the latest trading session, Roku (ROKU) closed at $63.37, marking a -1.74% move from the previous day. This change lagged the S&P 500's 0.46% gain on the day. Elsewhere, the Dow gained 0.15%, while the tech-heavy Nasdaq added 0.59%. Prior to today's trading, shares of the video streaming company had lost 8.93% over the past month. This has lagged the Consumer Discretionary sector's gain of 1.83% and the S&P 500's gain of 3.24% in that time. Wall Street will be looking for positivity from ROKU as it approaches its nex t earnings report date. In tha t report , analysts expect ROKU to post earnings of -$0.24 per share. This would mark a year-over-year decline of 242.86%. Meanwhile, the Zacks Consensus Estimate for revenue is projecting net sales of $189.06 million, up 38.43% from the year-ago period. For the full year, our Zacks Consensus Estimates are projecting earnings of -$0.72 per share and revenue of $1.02 billion, which would represent changes of -800% and +37.22%, respectively, from the prior year. It is also important to note the recent changes to analyst estimates for ROKU. These revisions help to show the ever-changing nature of near-term business trends. As a result, we can interpret positive estimate revisions as a good sign for the company's business outlook. Based on our research, we believe these estimate revisions are directly related to near-team stock moves. To benefit from this, we have developed the Zacks Rank, a proprietary model which takes these estimate changes into account and provides an actionable rating system. The Zacks Rank system, which ranges from #1 (Strong Buy) to #5 (Strong Sell), has an impressive outside-audited track record of outperformance, with #1 stocks generating an average annual return of +25% since 1988. Within the past 30 days, our consensus EPS projection has moved 3.25% lower. ROKU is currently a Zacks Rank #3 (Hold). The Broadcast Radio and Television industry is part of the Consumer Discretionary sector. This group has a Zacks Industry Rank of 56, putting it in the top 22% of all 250+ industries. The Zacks Industry Rank gauges the strength of our individual industry groups by measuring the average Zacks Rank of the individual stocks within the groups. Our research shows that the top 50% rated industries outperform the bottom half by a factor of 2 to 1. Be sure to follow all of these stock-moving metrics, and many more, on Zacks.com.",-29.109999999999673,0
38," Bayer (BAYRY) closed the most recent trading day at $17.28, moving -0.06% from the previous trading session. This move lagged the S&P 500's daily gain of 0.46%. At the same time, the Dow added 0.15%, and the tech-heavy Nasdaq gained 0.59%. Coming into today, shares of the drug and chemical company had lost 12.23% in the past month. In that same time, the Medical sector gained 0.72%, while the S&P 500 gained 3.24%. Wall Street will be looking for positivity from BAYRY as it approaches its nex t earnings report date. The company is expected to report EPS of $0.47, down 31.88% from the prior-year quarter. Any recent changes to analyst estimates for BAYRY should also be noted by investors. Recent revisions tend to reflect the latest near-term business trends. With this in mind, we can consider positive estimate revisions a sign of optimism about the company's business outlook. Research indicates that these estimate revisions are directly correlated with near-term share price momentum. To benefit from this, we have developed the Zacks Rank, a proprietary model which takes these estimate changes into account and provides an actionable rating system. Ranging from #1 (Strong Buy) to #5 (Strong Sell), the Zacks Rank system has a proven, outside-audited track record of outperformance, with #1 stocks returning an average of +25% annually since 1988. Over the past month, the Zacks Consensus EPS estimate remained stagnant. BAYRY currently has a Zacks Rank of #2 (Buy). Looking at its valuation, BAYRY is holding a Forward P/E ratio of 8.87. Its industry sports an average Forward P/E of 15.37, so we one might conclude that BAYRY is trading at a discount comparatively. Investors should also note that BAYRY has a PEG ratio of 0.85 right now. This metric is used similarly to the famous P/E ratio, but the PEG ratio also takes into account the stock's expected earnings growth rate. The Large Cap Pharmaceuticals industry currently had an average PEG ratio of 2.12 as of yesterday's close. The Large Cap Pharmaceuticals industry is part of the Medical sector. This group has a Zacks Industry Rank of 111, putting it in the top 44% of all 250+ industries. The Zacks Industry Rank gauges the strength of our individual industry groups by measuring the average Zacks Rank of the individual stocks within the groups. Our research shows that the top 50% rated industries outperform the bottom half by a factor of 2 to 1. Be sure to follow all of these stock-moving metrics, and many more, on Zacks.com.",-29.109999999999673,0
39," Sunworks, Inc. (SUNW) closed the most recent trading day at $0.55, moving -0.4% from the previous trading session. This move lagged the S&P 500's daily gain of 0.46%. At the same time, the Dow added 0.15%, and the tech-heavy Nasdaq gained 0.59%. Coming into today, shares of the company had gained 7.55% in the past month. In that same time, the Oils-Energy sector gained 1.45%, while the S&P 500 gained 3.24%. Wall Street will be looking for positivity from SUNW as it approaches its nex t earnings report date. The company is expected to report EPS of -$0.03, up 57.14% from the prior-year quarter. Meanwhile, the Zacks Consensus Estimate for revenue is projecting net sales of $13 million, down 3.35% from the year-ago period. SUNW's full-year Zacks Consensus Estimates are calling for earnings of $0.06 per share and revenue of $79 million. These results would represent year-over-year changes of +142.86% and +11.32%, respectively. Investors should also note any recent changes to analyst estimates for SUNW. These revisions help to show the ever-changing nature of near-term business trends. As such, positive estimate revisions reflect analyst optimism about the company's business and profitability. Based on our research, we believe these estimate revisions are directly related to near-team stock moves. To benefit from this, we have developed the Zacks Rank, a proprietary model which takes these estimate changes into account and provides an actionable rating system. The Zacks Rank system, which ranges from #1 (Strong Buy) to #5 (Strong Sell), has an impressive outside-audited track record of outperformance, with #1 stocks generating an average annual return of +25% since 1988. The Zacks Consensus EPS estimate has moved 120% higher within the past month. SUNW is currently a Zacks Rank #1 (Strong Buy). In terms of valuation, SUNW is currently trading at a Forward P/E ratio of 9.97. This valuation marks a discount compared to its industry's average Forward P/E of 13.88. Also, we should mention that SUNW has a PEG ratio of 1. This metric is used similarly to the famous P/E ratio, but the PEG ratio also takes into account the stock's expected earnings growth rate. The Solar industry currently had an average PEG ratio of 0.65 as of yesterday's close. The Solar industry is part of the Oils-Energy sector. This group has a Zacks Industry Rank of 58, putting it in the top 23% of all 250+ industries. The Zacks Industry Rank gauges the strength of our individual industry groups by measuring the average Zacks Rank of the individual stocks within the groups. Our research shows that the top 50% rated industries outperform the bottom half by a factor of 2 to 1. Be sure to follow all of these stock-moving metrics, and many more, on Zacks.com.",-29.109999999999673,0
40," Cadence Design Systems (CDNS) closed the most recent trading day at $64.22, moving +0.86% from the previous trading session. This move outpaced the S&P 500's daily gain of 0.46%. Meanwhile, the Dow gained 0.15%, and the Nasdaq, a tech-heavy index, added 0.59%. Prior to today's trading, shares of the maker of hardware and software products for validating chip designs had gained 8.34% over the past month. This has outpaced the Computer and Technology sector's gain of 5.33% and the S&P 500's gain of 3.24% in that time. Investors will be hoping for strength from CDNS as it approaches its nex t earnings release. In tha t report , analysts expect CDNS to post earnings of $0.50 per share. This would mark year-over-year growth of 25%. Our most recent consensus estimate is calling for quarterly revenue of $567.11 million, up 9.63% from the year-ago period. Looking at the full year, our Zacks Consensus Estimates suggest analysts are expecting earnings of $2.04 per share and revenue of $2.28 billion. These totals would mark changes of +9.09% and +6.74%, respectively, from last year. Investors might also notice recent changes to analyst estimates for CDNS. These recent revisions tend to reflect the evolving nature of short-term business trends. As such, positive estimate revisions reflect analyst optimism about the company's business and profitability. Our research shows that these estimate changes are directly correlated with near-term stock prices. We developed the Zacks Rank to capitalize on this phenomenon. Our system takes these estimate changes into account and delivers a clear, actionable rating model. Ranging from #1 (Strong Buy) to #5 (Strong Sell), the Zacks Rank system has a proven, outside-audited track record of outperformance, with #1 stocks returning an average of +25% annually since 1988. The Zacks Consensus EPS estimate remained stagnant within the past month. CDNS is currently sporting a Zacks Rank of #1 (Strong Buy). In terms of valuation, CDNS is currently trading at a Forward P/E ratio of 31.16. This valuation marks a premium compared to its industry's average Forward P/E of 30.28. We can also see that CDNS currently has a PEG ratio of 2.6. This metric is used similarly to the famous P/E ratio, but the PEG ratio also takes into account the stock's expected earnings growth rate. The Computer - Software industry currently had an average PEG ratio of 2.16 as of yesterday's close. The Computer - Software industry is part of the Computer and Technology sector. This group has a Zacks Industry Rank of 22, putting it in the top 9% of all 250+ industries. The Zacks Industry Rank gauges the strength of our individual industry groups by measuring the average Zacks Rank of the individual stocks within the groups. Our research shows that the top 50% rated industries outperform the bottom half by a factor of 2 to 1. Make sure to utilize Zacks. Com to follow all of these stock-moving metrics, and more, in the coming trading sessions.",-29.109999999999673,0
41," Vitamin Shoppe (VSI) closed at $7.24 in the latest trading session, marking a -0.07% move from the prior day. This move lagged the S&P 500's daily gain of 0.46%. At the same time, the Dow added 0.15%, and the tech-heavy Nasdaq gained 0.59%. Heading into today, shares of the nutritional supplement retailer had gained 3.72% over the past month, outpacing the Retail-Wholesale sector's gain of 2.85% and the S&P 500's gain of 3.24% in that time. Investors will be hoping for strength from VSI as it approaches its nex t earnings release. Looking at the full year, our Zacks Consensus Estimates suggest analysts are expecting earnings of $0.50 per share and revenue of $1.08 billion. These totals would mark changes of +92.31% and -2.78%, respectively, from last year. It is also important to note the recent changes to analyst estimates for VSI. Recent revisions tend to reflect the latest near-term business trends. As such, positive estimate revisions reflect analyst optimism about the company's business and profitability. Based on our research, we believe these estimate revisions are directly related to near-team stock moves. Investors can capitalize on this by using the Zacks Rank. This model considers these estimate changes and provides a simple, actionable rating system. Ranging from #1 (Strong Buy) to #5 (Strong Sell), the Zacks Rank system has a proven, outside-audited track record of outperformance, with #1 stocks returning an average of +25% annually since 1988. Over the past month, the Zacks Consensus EPS estimate has moved 26.58% higher. VSI currently has a Zacks Rank of #1 (Strong Buy). Digging into valuation, VSI currently has a Forward P/E ratio of 14.48. For comparison, its industry has an average Forward P/E of 17.27, which means VSI is trading at a discount to the group. The Food - Natural Foods Products industry is part of the Retail-Wholesale sector. This group has a Zacks Industry Rank of 69, putting it in the top 28% of all 250+ industries. The Zacks Industry Rank gauges the strength of our individual industry groups by measuring the average Zacks Rank of the individual stocks within the groups. Our research shows that the top 50% rated industries outperform the bottom half by a factor of 2 to 1. You can find more information on all of these metrics, and much more, on Zacks.com.",-29.109999999999673,0
42," Wells Fargo (WFC) closed the most recent trading day at $48.78, moving -0.79% from the previous trading session. This change lagged the S&P 500's 0.46% gain on the day. At the same time, the Dow added 0.15%, and the tech-heavy Nasdaq gained 0.59%. Coming into today, shares of the biggest U.S. mortgage lender had lost 1.03% in the past month. In that same time, the Finance sector gained 0.89%, while the S&P 500 gained 3.24%. Wall Street will be looking for positivity from WFC as it approaches its nex t earnings report date. This is expected to be April 12, 2019. On that day, WFC is projected to report earnings of $1.08 per share, which would represent a year-over-year decline of 3.57%. Meanwhile, our latest consensus estimate is calling for revenue of $20.81 billion, down 5.14% from the prior-year quarter. WFC's full-year Zacks Consensus Estimates are calling for earnings of $4.94 per share and revenue of $84.84 billion. These results would represent year-over-year changes of +15.42% and -1.82%, respectively. Investors might also notice recent changes to analyst estimates for WFC. Recent revisions tend to reflect the latest near-term business trends. As such, positive estimate revisions reflect analyst optimism about the company's business and profitability. Our research shows that these estimate changes are directly correlated with near-term stock prices. To benefit from this, we have developed the Zacks Rank, a proprietary model which takes these estimate changes into account and provides an actionable rating system. The Zacks Rank system ranges from #1 (Strong Buy) to #5 (Strong Sell). It has a remarkable, outside-audited track record of success, with #1 stocks delivering an average annual return of +25% since 1988. The Zacks Consensus EPS estimate has moved 0.51% lower within the past month. WFC is currently a Zacks Rank #3 (Hold). Looking at its valuation, WFC is holding a Forward P/E ratio of 9.96. This valuation marks a discount compared to its industry's average Forward P/E of 10.78. Also, we should mention that WFC has a PEG ratio of 0.89. This metric is used similarly to the famous P/E ratio, but the PEG ratio also takes into account the stock's expected earnings growth rate. Banks - Major Regional stocks are, on average, holding a PEG ratio of 1.27 based on yesterday's closing prices. The Banks - Major Regional industry is part of the Finance sector. This industry currently has a Zacks Industry Rank of 100, which puts it in the top 40% of all 250+ industries. The Zacks Industry Rank gauges the strength of our industry groups by measuring the average Zacks Rank of the individual stocks within the groups. Our research shows that the top 50% rated industries outperform the bottom half by a factor of 2 to 1. To follow WFC in the coming trading sessions, be sure to utilize Zacks.com.",-29.109999999999673,0
